  Lon    Lat    Year          Jan          Feb         Mar         Apr         May         Jun          Jul          Aug          Sep          Oct          Nov          Dec
 9.75  49.75    1980   -0.270838    -0.252782   -0.168521   -0.156484   -0.168521   -0.17454     -0.192596    -0.246763    -0.276857    -0.300931    -0.288894    -0.234726
 9.75  49.75    1981   -0.177689    -0.15992    -0.148074   -0.153997   -0.165843   -0.266534    -0.55676     -1.12537     -1.19052     -1.01283     -0.704834    -0.426454
 9.75  49.75    1982   -0.262364    -0.163249   -0.151588   -0.151588   -0.163249   -0.239043    -0.384801    -0.518898    -0.472256    -0.448935    -0.36148     -0.227382
 9.75  49.75    1983   -0.189437    -0.154994   -0.154994   -0.160735   -0.183697   -0.21814     -0.252583    -0.367393    -0.671641    -0.924223    -0.677381    -0.309988
 9.75  49.75    1984   -0.209177    -0.175257   -0.158296   -0.152643   -0.158296   -0.16395     -0.209177    -0.3279      -0.463582    -0.616225    -0.559691    -0.339207
 9.75  49.75    1985   -0.261741    -0.178207   -0.150362   -0.150362   -0.167069   -0.200483    -0.284017    -0.384259    -0.439948    -0.42881     -0.295155    -0.239466
 9.75  49.75    1986   -0.241427    -0.241427   -0.219479   -0.153635   -0.159122   -0.230453    -0.395063    -0.773664    -1.09191     -0.76269     -0.367628    -0.224966
 9.75  49.75    1987   -0.194665    -0.194665   -0.156814   -0.151406   -0.156814   -0.156814    -0.178443    -0.264961    -0.291998    -0.254147    -0.221702    -0.183851
 9.75  49.75    1988   -0.159901    -0.149241   -0.149241   -0.154571   -0.197212   -0.293152    -0.554324    -1.26322     -1.83886     -2.164       -2.15867     -1.58835
 9.75  49.75    1989   -0.951135    -0.793489   -0.23647    -0.157647   -0.157647   -0.173411    -0.24698     -0.415136    -0.588548    -0.635842    -0.467685    -0.304784
 9.75  49.75    1990   -0.222819    -0.176182   -0.155455   -0.150273   -0.155455   -0.191728    -0.259092    -0.419728    -0.720274    -1.00009     -0.96382     -0.601092
 9.75  49.75    1991   -0.365237    -0.226344   -0.169758   -0.154326   -0.185191   -0.200623    -0.288074    -0.571005    -0.992828    -1.2809      -1.13172     -0.473265
 9.75  49.75    1992   -0.214498    -0.173641   -0.153213   -0.153213   -0.168534   -0.214498    -0.265568    -0.464745    -0.786491    -0.995882    -0.842669    -0.592422
 9.75  49.75    1993   -0.583109    -0.562827   -0.212962   -0.152115   -0.172398   -0.228173    -0.370148    -0.755507    -0.745366    -0.420853    -0.339725    -0.278878
 9.75  49.75    1994   -0.206413    -0.161103   -0.151034   -0.151034   -0.176206   -0.246689    -0.483309    -1.07738     -1.44489     -1.69158     -1.28882     -0.639377
 9.75  49.75    1995   -0.424909    -0.41991    -0.249946   -0.149968   -0.154967   -0.194958    -0.304934    -0.334928    -0.394915    -0.4649      -0.344926    -0.209955
 9.75  49.75    1996   -0.168772    -0.158844   -0.148916   -0.148916   -0.173736   -0.248194    -0.397111    -0.570847    -0.709835    -0.709835    -0.412002    -0.282941
 9.75  49.75    1997   -0.231678    -0.236608   -0.177456   -0.157739   -0.162668   -0.177456    -0.197173    -0.280972    -0.335194    -0.335194    -0.271113    -0.192244
 9.75  49.75    1998   -0.166439    -0.156648   -0.146858   -0.156648   -0.190915   -0.239867    -0.401411    -0.886041    -1.11612     -1.10633     -0.96926     -0.567849
 9.75  49.75    1999   -0.320868    -0.199327   -0.170157   -0.160434   -0.199327   -0.262529    -0.486164    -1.08415     -1.74533     -2.09051     -1.77936     -1.05011
 9.75  49.75    2000   -0.506992    -0.284881   -0.217282   -0.212454   -0.31868    -0.627704    -1.07675     -1.65617     -1.85897     -1.86863     -1.18781     -0.700131
 9.75  49.75    2001   -0.51315     -0.393255   -0.263768   -0.172648   -0.191832   -0.220606    -0.369276    -0.575495    -0.954362    -1.14619     -0.963954    -0.493966
 9.75  49.75    2002   -0.247704    -0.181014   -0.157196   -0.16196    -0.157196   -0.214359    -0.423954    -0.928888    -1.17183     -1.20041     -1.13848     -0.838381
 9.75  49.75    2003   -0.477902    -0.463706   -0.260243   -0.179805   -0.184536   -0.25078     -0.345414    -0.458975    -0.544145    -0.615121    -0.52995     -0.288634
 9.75  49.75    2004   -0.197412    -0.16921    -0.15511    -0.15511    -0.15981    -0.173911    -0.235015    -0.366623    -0.517032    -0.559335    -0.451228    -0.272617
 9.75  49.75    2005   -0.219457    -0.182103   -0.149418   -0.154087   -0.172764   -0.210118    -0.340859    -0.677048    -1.12063     -1.40546     -0.952537    -0.350197
 9.75  49.75    2006   -0.222658    -0.176271   -0.153077   -0.148439   -0.18091    -0.269045    -0.343265    -0.436039    -0.445316    -0.398929    -0.241213    -0.176271
 9.75  49.75    2007   -0.15669     -0.15669    -0.152081   -0.152081   -0.175124   -0.235035    -0.37329     -0.741972    -1.36412     -1.69594     -1.32265     -0.640584
 9.75  49.75    2008   -0.283881    -0.196885   -0.173991   -0.201464   -0.315932   -0.705123    -1.39193     -1.91391     -2.18863     -2.12453     -1.31409     -0.728017
 9.75  49.75    2009   -0.509522    -0.509522   -0.45948    -0.191071   -0.19562    -0.241113    -0.345747    -0.45948     -0.486776    -0.509522    -0.354846    -0.250212
 9.75  49.75    2010   -0.17177     -0.16273    -0.158209   -0.17629    -0.244094   -0.352581    -0.578594    -1.15719     -1.48717     -1.30636     -0.795567    -0.34354
 9.75  49.75    2011   -0.212452    -0.17177    -0.153689   -0.17177    -0.248615   -0.415864    -0.904053    -1.6273      -2.12904     -2.18329     -1.49169     -0.759404
 9.75  49.75    2012   -0.361621    -0.198892   -0.158209   -0.16725    -0.235054   -0.411344    -1.01254     -1.86235     -2.13356     -2.05672     -1.4058      -0.84981
 9.75  49.75    2013   -0.800087    -0.524351   -0.185331   -0.153689   -0.17629    -0.280256    -0.528871    -1.12555     -1.46909     -1.51881     -0.994458    -0.574074
 9.75  49.75    2014   -0.456547    -0.253135   -0.158209   -0.153689   -0.180811   -0.257655    -0.456547    -0.732283    -0.696121    -0.718722    -0.668999    -0.442986
 9.75  49.75    2015   -0.275736    -0.216973   -0.17177    -0.16273    -0.194371   -0.316419    -0.709682    -1.36512     -1.82619     -2.03412     -1.99796     -1.45553
 9.75  49.75    2016   -0.890492    -0.881452   -0.311898   -0.226013   -0.393263   -1.00802     -1.7855      -2.03864     -2.18781     -2.29177     -1.79454     -0.655438
 9.75  49.75    2017   -0.375182    -0.239574   -0.17629    -0.189851   -0.302858   -0.51983     -0.555993    -0.809127    -1.30184     -1.56401     -0.86337     -0.289297
 9.75  49.75    2018   -0.216973    -0.185331   -0.149169   -0.158209   -0.189851   -0.284777    -0.546952    -1.12103     -1.77194     -1.93467     -1.61373     -0.967337
 9.75  49.75    2019   -0.750364    -0.429425   -0.307378   -0.289297   -0.298337   -0.415864    -0.818168    -1.41484     -1.73578     -1.97536     -1.69962     -1.0261
 9.75  49.75    2020   -0.384222    -0.207932   -0.16273    -0.158209   -0.16725    -0.180811    -0.248615    -0.438466    -0.786526    -0.940215    -0.772965    -0.366141
 9.75  49.75    2021   -0.212452    -0.16273    -0.153689   -0.153689   -0.189851   -0.275736    -0.551472    -1.08938     -1.18431     -1.08938     -0.759404    -0.497229
 9.75  49.75    2022   -0.248615    -0.17177    -0.153689   -0.158209   -0.17177    -0.239574    -0.406824    -0.777485    -1.18883     -1.19335     -0.727763    -0.397783
 9.75  49.75    2023   -0.226013    -0.16725    -0.153689   -0.16725    -0.198892   -0.212452    -0.302858    -0.461067    -0.772965    -0.86337     -0.497229    -0.257655
 9.75  49.75    2024   -0.212452    -0.17629    -0.153689   -0.16725    -0.212452   -0.34806     -0.800087    -1.75386     -2.27821     -2.36862     -1.27019     -0.492709
 9.75  49.75    2025   -0.33902     -0.17629    -0.153689   -0.153689   -0.16725    -0.248615    -0.461067    -1.05774     -1.88043     -2.13356     -1.68606     -1.05774
 9.75  49.75    2026   -0.497229    -0.212452   -0.153689   -0.153689   -0.17177    -0.180811    -0.216973    -0.329979    -0.361621    -0.329979    -0.307378    -0.235054
 9.75  49.75    2027   -0.16273     -0.153689   -0.153689   -0.153689   -0.17629    -0.194371    -0.239574    -0.406824    -0.85885     -1.31088     -1.15719     -0.628317
 9.75  49.75    2028   -0.34354     -0.230533   -0.198892   -0.17629    -0.153689   -0.17629     -0.253135    -0.388743    -0.438466    -0.379702    -0.235054    -0.180811
 9.75  49.75    2029   -0.158209    -0.153689   -0.153689   -0.153689   -0.17629    -0.280256    -0.470107    -0.831729    -1.22499     -1.4058      -1.41032     -1.15267
 9.75  49.75    2030   -0.700641    -0.442986   -0.316419   -0.253135   -0.307378   -0.655438    -1.3832      -1.98892     -2.27821     -2.31438     -1.77646     -0.953776
 9.75  49.75    2031   -0.709682    -0.248615   -0.180811   -0.158209   -0.17177    -0.226013    -0.375182    -0.546952    -0.465587    -0.429425    -0.375182    -0.280256
 9.75  49.75    2032   -0.239574    -0.235054   -0.180811   -0.153689   -0.17629    -0.262175    -0.546952    -1.0261      -1.41032     -1.82619     -1.76742     -1.20691
 9.75  49.75    2033   -0.51983     -0.289297   -0.212452   -0.212452   -0.203412   -0.244094    -0.474628    -1.0487      -1.57305     -1.72222     -1.36964     -0.867891
 9.75  49.75    2034   -0.605715    -0.275736   -0.198892   -0.207932   -0.357101   -0.85433     -1.28828     -1.73578     -2.02056     -2.11548     -1.66798     -1.11651
 9.75  49.75    2035   -0.646398    -0.34806    -0.203412   -0.16725    -0.185331   -0.307378    -0.637357    -1.28828     -1.94823     -2.06576     -1.6499      -1.03966
 9.75  49.75    2036   -0.470107    -0.248615   -0.198892   -0.17629    -0.216973   -0.271216    -0.501749    -0.989938    -1.28828     -1.36512     -0.994458    -0.668999
 9.75  49.75    2037   -0.298337    -0.17177    -0.16725    -0.198892   -0.266696   -0.442986    -1.01254     -1.48265     -1.91207     -2.29177     -2.12        -1.18431
 9.75  49.75    2038   -0.727763    -0.33902    -0.212452   -0.153689   -0.185331   -0.325459    -0.641878    -0.709682    -0.6916      -0.940215    -0.732283    -0.329979
 9.75  49.75    2039   -0.226013    -0.207932   -0.153689   -0.149169   -0.158209   -0.198892    -0.33902     -0.786526    -1.35608     -1.49169     -1.21143     -0.623796
 9.75  49.75    2040   -0.406824    -0.248615   -0.17629    -0.153689   -0.16273    -0.198892    -0.257655    -0.406824    -0.818168    -1.3154      -1.34704     -1.02158
 9.75  49.75    2041   -0.6916      -0.51983    -0.203412   -0.153689   -0.158209   -0.16273     -0.17629     -0.239574    -0.289297    -0.248615    -0.226013    -0.185331
 9.75  49.75    2042   -0.17177     -0.153689   -0.153689   -0.16273    -0.230533   -0.402304    -0.998978    -1.71318     -1.55949     -1.31088     -0.6916      -0.34806
