Region,Scenario,Variable,Unit,2000,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
R5OECD,rcp26,CO2 emissions - Total,PgC/yr,3.3173,3.4741,3.5876,3.2594,2.3122,1.1799,0.6188,0.2642,-0.1931,-0.2393,-0.2664,-0.326
R5OECD,rcp45,CO2 emissions - Total,PgC/yr,3.3173,3.4741,3.4039,3.2637,3.265,3.0355,2.6393,2.1914,1.6524,1.0221,0.9363,0.9497
R5OECD,rcp60,CO2 emissions - Total,PgC/yr,3.3173,3.4741,3.5952,3.5157,3.2624,3.2553,3.2699,3.2592,3.1514,2.9736,2.382,1.9386
R5OECD,rcp85,CO2 emissions - Total,PgC/yr,3.3173,3.4741,3.5665,4.0203,4.7284,5.1904,5.7048,6.1308,6.5216,6.8927,6.8364,6.4084
